px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.18962	-6.20327	-2.69006	-2.70185	-0.292317	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.417924
8.31323	-6.12615	-2.68033	-2.69819	-0.263921	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.78721
8.44864	-6.0449	-2.69243	-2.70274	-0.254396	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.30219
8.55424	-5.96839	-2.67596	-2.68751	-0.213943	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.61756
8.67066	-5.89518	-2.68026	-2.68903	-0.205523	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.249499
8.79892	-5.84077	-2.68887	-2.70656	-0.216064	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.211657
8.92561	-5.75612	-2.7086	-2.70239	-0.201874	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.702926
9.02852	-5.66929	-2.68508	-2.66817	-0.135586	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	5.24315
9.15059	-5.57646	-2.70442	-2.65756	-0.119285	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.859377
9.2527	-5.46842	-2.67821	-2.61227	-0.046518	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	5.2338
9.37682	-5.3613	-2.69323	-2.59575	-0.0289027	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.917956
9.47682	-5.24991	-2.67318	-2.55166	0.0346125	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.73894
9.5912	-5.14293	-2.68075	-2.53402	0.0489163	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.637271
9.70306	-5.0692	-2.68343	-2.53794	0.0385085	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.226589
9.8047	-4.98277	-2.68124	-2.52835	0.0453598	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.242847
9.89889	-4.87067	-2.65999	-2.48318	0.106919	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.66301
10.0042	-4.77732	-2.65316	-2.4727	0.111075	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.193733
10.0892	-4.65601	-2.63319	-2.41907	0.179112	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	4.25481
10.1888	-4.53734	-2.64069	-2.39498	0.191768	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.529528
10.281	-4.42373	-2.63506	-2.36523	0.217183	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.670871
10.3785	-4.30857	-2.63995	-2.34501	0.224466	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.180045
10.4647	-4.20378	-2.63969	-2.31989	0.244632	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.47763
10.554	-4.0765	-2.66227	-2.29295	0.257102	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.755844
10.6632	-3.98787	-2.67654	-2.30774	0.216654	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.66458
10.7503	-3.85998	-2.69687	-2.28278	0.228553	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.702577
10.7848	-3.71149	-2.6768	-2.19114	0.343068	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	11.4638
10.8607	-3.5687	-2.70338	-2.15862	0.355835	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.995266
10.964	-3.4747	-2.71415	-2.18427	0.291413	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	3.83224
11.0421	-3.34147	-2.73347	-2.16073	0.298649	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.452593
11.0768	-3.19626	-2.72488	-2.08837	0.380058	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.68916
11.1443	-3.05155	-2.74864	-2.05955	0.387816	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.64444
11.1479	-2.87134	-2.74179	-1.94495	0.521945	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.866
11.1913	-2.71479	-2.75064	-1.90625	0.53038	11.141	-2.65084	11.15	-2.65	0	2.73102	0.360249
11.1995	-2.54811	-2.75173	-1.82573	0.60352	11.1042	-2.54354	11.15	-2.55	0	1.81785	4.14411
11.2225	-2.41152	-2.73452	-1.78974	0.606957	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.398562
11.3128	-2.3129	-2.72099	-1.84803	0.47591	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	14.7651
11.3493	-2.15786	-2.74576	-1.81815	0.479594	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.616079
11.3611	-1.99985	-2.74834	-1.76381	0.519058	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.28528
11.3821	-1.85385	-2.74316	-1.73288	0.521457	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0612222
11.3965	-1.70196	-2.74429	-1.69406	0.536589	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.200806
11.4038	-1.54814	-2.74534	-1.65898	0.541378	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.131361
11.3447	-1.37964	-2.75327	-1.54791	0.65953	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.9858
11.3231	-1.23065	-2.74656	-1.50358	0.666958	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.347738
11.2247	-1.06122	-2.77134	-1.36931	0.808703	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.8737
11.1688	-0.915318	-2.76475	-1.31268	0.819813	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.702185
11.0969	-0.777014	-2.77909	-1.23597	0.870112	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	2.26124
11.0317	-0.646143	-2.77891	-1.183	0.878349	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.414062
10.9126	-0.509658	-2.8198	-1.06872	0.979461	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	9.44038
10.8272	-0.384193	-2.82476	-1.01168	0.985959	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.361866
10.7321	-0.256433	-2.82953	-0.94754	1	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.215057
10.622	-0.157475	-2.80503	-0.879522	1.0145	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.953101
10.4773	-0.0558506	-2.85962	-0.76714	1.10563	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	9.95923
10.3516	0.0226155	-2.84713	-0.696344	1.12118	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.83919
10.2509	0.101539	-2.81509	-0.652716	1.1005	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	1.65267
10.1162	0.138532	-2.7786	-0.571562	1.12937	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.39354
9.97822	0.206521	-2.78579	-0.496274	1.14925	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.20313
9.8224	0.228138	-2.75452	-0.403719	1.18118	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.16262
9.66848	0.267592	-2.78955	-0.319512	1.21405	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.89739
9.52028	0.273454	-2.77298	-0.235095	1.23888	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	1.08159
9.39187	0.283606	-2.69027	-0.173295	1.2237	9.22819	0.16178	9.35	0.15	-1.81963	0	7.57075
9.24168	0.268668	-2.67082	-0.0835481	1.24832	9.24456	0.139817	9.25	0.15	-1.81962	0	0.941141
9.09813	0.27665	-2.69972	-0.0167583	1.2544	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.0219
8.96294	0.269452	-2.69772	0.049548	1.25822	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0195662
8.82335	0.264806	-2.71865	0.109492	1.25537	8.84168	0.257617	8.8	0.25	-2.99995	0	0.496146
8.68497	0.245175	-2.72263	0.173527	1.25604	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0424572
8.54343	0.226188	-2.74306	0.230541	1.24869	8.43549	0.247188	8.5	0.25	-2.99323	0	0.470721
8.40311	0.203639	-2.753	0.284621	1.23874	8.34184	0.250769	8.35	0.25	-2.9932	0	0.314208
8.26048	0.164419	-2.75274	0.346674	1.23278	8.27073	0.243988	8.2	0.25	-2.73233	0	0.114139
8.11086	0.143412	-2.76105	0.388787	1.20591	8.03847	0.260731	8.05	0.25	-2.73234	0	1.05842
7.97426	0.116785	-2.78557	0.422093	1.17469	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.43693
7.83486	0.0774049	-2.79638	0.464579	1.15702	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.82104
7.68131	0.0609754	-2.84326	0.472243	1.09594	7.46173	0.143776	7.6	0.15	-2.99599	0	5.31235
7.54304	0.0277811	-2.84514	0.500839	1.06932	7.45455	0.149294	7.45	0.15	-2.99596	0	1.24651
7.42876	-0.0672002	-2.80619	0.585172	1.10557	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.07535
7.2963	-0.109786	-2.79078	0.613227	1.07435	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.59402
7.15297	-0.148475	-2.80472	0.618211	1.00826	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.54314
7.01557	-0.217314	-2.80466	0.654898	0.989626	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.772864
6.9516	-0.372171	-2.75186	0.78765	1.09517	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.9803
6.84659	-0.454108	-2.73421	0.830187	1.07945	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.689409
6.69019	-0.459484	-2.7519	0.763607	0.919887	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	19.521
6.58662	-0.552664	-2.7543	0.80518	0.915394	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0927872
6.52157	-0.710988	-2.74349	0.917073	0.998597	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	5.98252
6.43664	-0.83653	-2.74392	0.974973	1.00146	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0293654
6.39318	-0.990494	-2.74824	1.077	1.07243	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.55075
6.3353	-1.12137	-2.75304	1.13605	1.07707	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.111281
6.26919	-1.26204	-2.75922	1.19225	1.07261	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.220576
6.21959	-1.41212	-2.76546	1.25523	1.07563	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.0970778
6.25461	-1.63295	-2.81244	1.43403	1.24463	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	20.1509
6.25519	-1.7817	-2.79846	1.5092	1.25251	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.468583
6.25827	-1.92077	-2.79569	1.57787	1.26111	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.169294
6.27869	-2.05743	-2.78582	1.64858	1.26933	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.352474
6.28886	-2.19668	-2.76181	1.70092	1.24203	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.31581
6.31813	-2.34532	-2.75943	1.77173	1.24471	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0279687
6.37089	-2.5036	-2.77999	1.85982	1.27128	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.944864
6.42517	-2.64823	-2.77894	1.93324	1.27462	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0406961
6.43691	-2.7585	-2.68635	1.94312	1.18505	6.46538	-2.81029	6.45	-2.8	0	-2.72732	13.4458
6.48732	-2.90117	-2.69461	2.00275	1.17847	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.128682
6.54696	-3.04493	-2.71583	2.06565	1.17932	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.808193
6.60276	-3.19976	-2.74284	2.11344	1.15879	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.22983
6.66405	-3.33323	-2.72775	2.15555	1.12874	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.91527
6.72496	-3.49161	-2.76071	2.19206	1.09926	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.00189
6.78738	-3.61846	-2.72896	2.22377	1.06047	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.36983
6.84633	-3.77736	-2.75964	2.24676	1.02188	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.43431
6.90348	-3.89575	-2.7055	2.26722	0.975359	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.71858
6.95858	-4.05769	-2.73524	2.27664	0.928623	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	3.04001
7.00352	-4.15832	-2.65776	2.28448	0.877043	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	9.44231
7.05586	-4.29895	-2.6778	2.29037	0.837705	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.04155
7.14632	-4.42152	-2.72449	2.328	0.838425	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.7992
7.21075	-4.56875	-2.75119	2.33088	0.797466	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.46903
7.27457	-4.66787	-2.69916	2.34578	0.766171	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.4585
7.34005	-4.80281	-2.71472	2.34916	0.730524	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.59031
7.42072	-4.9148	-2.68213	2.368	0.705451	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.488
7.47933	-5.07224	-2.69602	2.35453	0.653084	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	3.01014
7.58335	-5.19438	-2.76661	2.3842	0.656626	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.20505
7.64436	-5.34833	-2.78622	2.36656	0.605812	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.99388
7.71211	-5.44749	-2.72934	2.37326	0.577421	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.44734
7.76887	-5.58961	-2.73675	2.35669	0.532408	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	2.15219
7.87073	-5.71155	-2.76124	2.37657	0.525216	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.66705
7.94021	-5.87295	-2.77483	2.35611	0.476307	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.45656
8.00999	-5.9767	-2.6949	2.35802	0.446574	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.99695
8.07185	-6.12917	-2.69943	2.33637	0.401397	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.93871
8.16895	-6.24441	-2.70097	2.35034	0.393341	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.260739
8.2442	-6.38035	-2.70234	2.34162	0.36386	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.817175
8.35573	-6.50032	-2.73664	2.35984	0.364013	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.35866
8.42722	-6.64479	-2.73999	2.34257	0.327948	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	1.187
8.51722	-6.75888	-2.71763	2.3476	0.313667	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.29925
8.57417	-6.91564	-2.72009	2.31598	0.266472	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.99547
8.66152	-7.03536	-2.71006	2.31724	0.252632	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.729883
8.70479	-7.20803	-2.71607	2.27109	0.194809	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.94515
8.78895	-7.32216	-2.72571	2.27431	0.189103	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.377833
8.84371	-7.46193	-2.72973	2.24945	0.156073	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	1.00795
8.9246	-7.58363	-2.71947	2.24773	0.1453	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.45406
8.97241	-7.74503	-2.72336	2.21087	0.102176	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.65956
9.04634	-7.86975	-2.70835	2.20447	0.0890223	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.576627
9.08277	-8.04031	-2.71503	2.15903	0.0407886	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	2.03731
9.15399	-8.1677	-2.70474	2.15224	0.0307969	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.289184
9.21315	-8.30975	-2.70588	2.13398	0.0117351	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.32641
9.29412	-8.42915	-2.73541	2.14169	0.023065	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.65137
9.33045	-8.57598	-2.74021	2.10879	-0.00936339	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.979196
9.39716	-8.69672	-2.74619	2.10642	-0.00995306	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.330311
9.43508	-8.84952	-2.75827	2.07375	-0.0404307	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.947608
9.47523	-8.98312	-2.70622	2.04303	-0.0773098	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.19177
9.51612	-9.13167	-2.70672	2.0175	-0.0975848	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.41922
9.57239	-9.26672	-2.70209	2.00698	-0.10306	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.156705
9.60934	-9.41842	-2.70529	1.98033	-0.122868	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.375405
9.67147	-9.55963	-2.71472	1.97496	-0.12034	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.187607
9.712	-9.71275	-2.72188	1.95243	-0.135156	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.221498
9.78283	-9.84928	-2.75697	1.96049	-0.114826	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.81015
9.80987	-9.99626	-2.76514	1.93352	-0.134564	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.400842
9.82749	-10.1354	-2.71803	1.89419	-0.176325	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.17155
9.83844	-10.3021	-2.72891	1.85522	-0.203527	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.748733
9.88245	-10.447	-2.73736	1.84844	-0.196464	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.298312
9.90472	-10.6058	-2.74549	1.82263	-0.210245	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.210625
9.91062	-10.7506	-2.71166	1.78144	-0.249295	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.68626
9.91486	-10.9107	-2.71889	1.74815	-0.26731	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.352834
9.92529	-11.0578	-2.7071	1.7197	-0.284777	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.410076
9.91665	-11.2196	-2.7154	1.68241	-0.304538	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.453752
9.93467	-11.3584	-2.72379	1.67112	-0.298428	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.156204
9.92487	-11.5112	-2.73791	1.63887	-0.313842	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.374721
9.89893	-11.6594	-2.70929	1.58431	-0.364234	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.40739
9.86002	-11.8256	-2.72324	1.53666	-0.389112	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.848018
9.81641	-11.9714	-2.69899	1.47649	-0.440953	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.75392
9.76378	-12.1313	-2.71109	1.42741	-0.463132	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.743135
9.67902	-12.2683	-2.6766	1.33593	-0.551877	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.99983
9.62141	-12.4029	-2.66965	1.29245	-0.56434	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.596155
9.48682	-12.5221	-2.62968	1.16016	-0.70069	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	14.7762
9.41287	-12.638	-2.61565	1.11266	-0.709913	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.725855
9.26817	-12.7508	-2.60334	0.97962	-0.838576	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	12.3704
9.15753	-12.8538	-2.597	0.914654	-0.856057	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.1959
9.03961	-12.953	-2.59466	0.834709	-0.899747	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.37907
8.92366	-13.0406	-2.58645	0.77186	-0.912537	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.802923
8.79413	-13.1229	-2.58653	0.692523	-0.950077	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.31044
8.65577	-13.203	-2.59379	0.623469	-0.963938	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.789809
8.44468	-13.2349	-2.6275	0.442762	-1.13983	8.43462	-13.263	8.4	-13.15	-2.72644	0	21.5843
8.30336	-13.2708	-2.6145	0.367699	-1.15245	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.886302
8.13071	-13.2807	-2.64738	0.239389	-1.24903	8.10139	-13.1447	8.1	-13.15	-3.00083	0	6.82085
7.99344	-13.2852	-2.63612	0.163518	-1.26244	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.925509
7.86804	-13.3163	-2.61388	0.122288	-1.22256	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.47411
7.71121	-13.3193	-2.62017	0.0453177	-1.22996	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.416309
7.53609	-13.2889	-2.66426	-0.0766481	-1.30556	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	5.42937
7.38666	-13.2508	-2.65756	-0.162195	-1.31881	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.676209
7.25709	-13.238	-2.6277	-0.208629	-1.2813	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.82065
7.10772	-13.1961	-2.63555	-0.284732	-1.28502	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.239449
6.97516	-13.1624	-2.61977	-0.34039	-1.26375	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.632266
6.8131	-13.1189	-2.65241	-0.40434	-1.25321	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.08253
6.70676	-13.1118	-2.55567	-0.405357	-1.15641	6.53838	-13.1322	6.55	-13.15	-1.81656	0	15.4988
6.55732	-13.076	-2.58048	-0.451548	-1.13667	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.824001
6.43123	-13.0207	-2.56692	-0.501082	-1.11759	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.844497
6.27959	-12.9713	-2.59755	-0.543198	-1.09577	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.05242
6.14461	-12.8646	-2.65673	-0.634028	-1.13864	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.35118
5.99424	-12.7958	-2.68923	-0.674809	-1.11445	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.19217
5.88488	-12.7284	-2.64691	-0.709833	-1.07955	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.83517
5.72696	-12.6665	-2.68489	-0.731771	-1.04069	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	2.18033
5.61064	-12.5633	-2.70751	-0.790357	-1.04556	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.75973
5.44698	-12.4886	-2.75135	-0.80571	-1.00192	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.7822
5.34005	-12.3885	-2.74191	-0.849997	-0.989095	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.467963
5.19594	-12.3005	-2.76935	-0.869696	-0.954142	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.461
5.1054	-12.2055	-2.75735	-0.90721	-0.942569	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.446837
4.98584	-12.1134	-2.77736	-0.928333	-0.916396	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.850744
4.90966	-12.0245	-2.72265	-0.956941	-0.891954	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.82331
4.81864	-11.9196	-2.72924	-0.990442	-0.880941	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.137307
4.73047	-11.7762	-2.80303	-1.04655	-0.899333	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.81281
4.63614	-11.6578	-2.81946	-1.07566	-0.882859	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.53377
4.58609	-11.5565	-2.74577	-1.11204	-0.870065	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.71154
4.53245	-11.4345	-2.74113	-1.1571	-0.871905	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0418128
4.4476	-11.2663	-2.84223	-1.20323	-0.872404	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.8639
4.41428	-11.1052	-2.84376	-1.26771	-0.888164	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.264482
4.42125	-10.9747	-2.73189	-1.34363	-0.918369	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.8594
4.4063	-10.8301	-2.72285	-1.40268	-0.927396	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.220725
4.3971	-10.6872	-2.70612	-1.46111	-0.936364	4.493	-10.7885	4.45	-10.7	0	2.72865	0.413132
4.39824	-10.5388	-2.70195	-1.5214	-0.945245	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.115545
4.40462	-10.3914	-2.69272	-1.58143	-0.954693	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.146651
4.41777	-10.2427	-2.69191	-1.63922	-0.959795	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0321344
4.44501	-10.0994	-2.68118	-1.70264	-0.972615	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.296643
4.48822	-9.95034	-2.68354	-1.77003	-0.985738	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.212315
4.53128	-9.80379	-2.68379	-1.83342	-0.996113	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.181127
4.59079	-9.65739	-2.69046	-1.90016	-1.00683	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.184409
4.65244	-9.52019	-2.68959	-1.96337	-1.0153	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.167708
4.73892	-9.38117	-2.69946	-2.03637	-1.03043	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.459854
4.77668	-9.24076	-2.70992	-2.05447	-0.978458	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.18367
4.87002	-9.09974	-2.72869	-2.12018	-0.987441	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.477821
